json_path,alanine_content,diffused_com_x,diffused_com_y,diffused_com_z,fixed_com_x,fixed_com_y,fixed_com_z,glycine_content,helix_fraction,loop_fraction,max_ca_deviation,n_chainbreaks,n_clashing.interresidue_clashes_w_backbone,n_clashing.interresidue_clashes_w_sidechain,n_clashing.ligand_clashes,n_clashing.ligand_min_distance,non_loop_fraction,num_residues,num_ss_elements,radius_of_gyration,sheet_fraction
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_0_model_0.json,0.5956521739130435,3.1762537956237793,2.425248861312866,-0.4309457838535309,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.09565217391304348,0.8370044052863436,0.16299559471365638,0.13280510902404785,0,0,0,0,2.4572696685791016,0.8370044052863436,230,11,16.02418977692431,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_0_model_1.json,0.6086956521739131,-1.3106521368026733,0.044302795082330704,-1.6585462093353271,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.07391304347826087,0.8502202643171806,0.14977973568281938,0.13608479499816895,0,0,0,0,2.80322527885437,0.8502202643171806,230,10,17.675027450962066,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_1_model_0.json,0.6224066390041494,2.5056779384613037,0.7838404178619385,-2.449991226196289,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.07053941908713693,0.8739495798319328,0.12605042016806722,0.8648529052734375,1,0,1,0,2.2245535850524902,0.8739495798319328,241,11,17.889793064729297,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_1_model_1.json,0.6265560165975104,-1.5628796815872192,4.208344459533691,-0.461365282535553,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.08298755186721991,0.8571428571428571,0.14285714285714285,0.09836554527282715,0,0,1,0,1.7838908433914185,0.8571428571428571,241,8,19.387470784750448,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_2_model_0.json,0.5784313725490197,-0.8688154220581055,0.04427897930145264,-1.4649165868759155,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.06862745098039216,0.7960199004975125,0.20398009950248755,0.10823321342468262,0,0,0,0,1.8511601686477661,0.7960199004975125,204,11,16.164562748071535,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_2_model_1.json,0.553921568627451,0.5206574201583862,1.3114420175552368,-2.8138957023620605,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.08823529411764706,0.845771144278607,0.15422885572139303,0.11823582649230957,0,1,2,0,1.824856162071228,0.845771144278607,204,10,16.720779782762335,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_3_model_0.json,0.6120218579234973,-0.5293572545051575,4.9371724128723145,-1.7843514680862427,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.07650273224043716,0.8333333333333334,0.16666666666666666,0.07542085647583008,0,0,0,0,2.021160840988159,0.8333333333333334,183,8,16.956765146401686,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_3_model_1.json,0.644808743169399,-1.6338406801223755,2.9430058002471924,-3.4784579277038574,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.0546448087431694,0.8722222222222222,0.12777777777777777,0.09359049797058105,0,0,0,0,3.0280964374542236,0.8722222222222222,183,9,17.10700389870147,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_4_model_0.json,0.5806451612903226,-0.888873279094696,0.6658919453620911,-2.667241334915161,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.07834101382488479,0.8271028037383178,0.17289719626168223,0.12525701522827148,0,0,0,0,2.882394790649414,0.8271028037383178,217,10,16.88354828391745,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_4_model_1.json,0.5944700460829493,-1.1491209268569946,-0.011217514052987099,-1.3521109819412231,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.08294930875576037,0.8177570093457944,0.1822429906542056,0.08196640014648438,0,0,1,0,1.8431158065795898,0.8177570093457944,217,11,16.488801557833735,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_5_model_0.json,0.6535087719298246,-0.01524451281875372,2.7066471576690674,-1.5793555974960327,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.043859649122807015,0.8844444444444445,0.11555555555555555,0.07723522186279297,0,0,0,0,3.5078043937683105,0.8844444444444445,228,10,18.70354038389379,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_5_model_1.json,0.631578947368421,-1.5275177955627441,1.8008286952972412,-0.9958717226982117,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.06578947368421052,0.8888888888888888,0.1111111111111111,0.15720891952514648,0,0,0,0,2.0504112243652344,0.8888888888888888,228,9,18.70682302411629,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_6_model_0.json,0.5517241379310345,1.3834545612335205,1.271713137626648,-2.1445939540863037,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.07389162561576355,0.795,0.205,0.15124273300170898,0,0,0,0,1.9229146242141724,0.795,203,10,16.242819677549583,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_6_model_1.json,0.625615763546798,-0.05759015679359436,-0.9205812811851501,-1.5644252300262451,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.06896551724137931,0.82,0.18,0.09267425537109375,0,0,0,0,3.5394129753112793,0.82,203,10,16.55180469372234,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_7_model_0.json,0.6210045662100456,-1.4454363584518433,2.7384681701660156,-4.164913654327393,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.0776255707762557,0.8611111111111112,0.1388888888888889,0.14260149002075195,0,0,0,0,2.455465793609619,0.8611111111111112,219,10,17.861177451919502,0.0
/work3/kiersum/projects/enzyme_design/hydrolases/serine_hydrolase/rd1/diffusion_out/5XH3/5XH3_5XH3_7_model_1.json,0.5844748858447488,-1.7039721012115479,1.2831852436065674,-2.1988627910614014,0.0005806587869301438,-0.0002771326107904315,0.0009765625,0.0821917808219178,0.8055555555555556,0.14814814814814814,0.12111139297485352,0,0,0,0,1.947870135307312,0.8518518518518519,219,11,17.235843726005616,0.046296296296296294
